Product Id,Net Weight,Size,Value,Storage,Packaging Cost,Expiry Period,Length,Height,Width,Volume,Perishable Index,Flammability Index,F145,F7987,F992,Air,Road,Rail,Sea
X8u2Kd8aYRN9EsQWc7i6LP,0.000743,C,-0.708204,0,0.046837,0.396394,-0.766855,0.475976,0.446449,0.097397,0.451234,0.018502,0.96168,-0.766855,0.097397,1,0,0,1
dy3iweFcSUnNjxrKsgmm2i,-0.026647,D,-0.794078,0,-0.091788,0.483182,-0.819329,0.40778,0.42656,-0.251896,0.917695,-0.600159,0.785847,-1,,1,0,0,0
LGdhb2mYmb3QmwoYJVDBsg,-0.094557,C,-0.563374,0,0.064297,0.703127,-0.634468,0.740316,0.305399,-0.052254,0.014961,0.416207,0.024577,204,-0.052254,1,0,0,0
VvWWQwgmDzNV6snPX953Su,0.268849,D,-0.777239,0,0.011478,,-0.443194,0.526589,0.326515,-0.282296,0.436778,-0.510353,0.89709,-0.443194,-0.282296,1,0,1,0
J22AUn6XegPYPxrqBZ4v4F,-0.133658,B,-0.744576,0,0.20241,0.581024,-0.463885,0.599686,0.392039,-0.205418,-0.992869,-0.704041,-0.893946,-216,-0.205418,1,0,0,0
UJvLVQLZRgvteNNfhWXXac,0.233845,C,-0.739022,0,-0.011786,0.51152,-0.491529,0.530065,0.270225,-0.106543,0.352498,0.8291,0.123744,-0.491529,-0.106543,1,1,0,0
PL4q7BgJsVMpVvrFEq4Fou,0.308537,C,-0.422344,0,0.188378,0.868739,-0.733513,0.716624,0.485024,-0.135603,0.478733,0.54099,-0.335382,237,,1,0,0,0
SXvktV2pnbhZCCRo3iybsR,0.162817,E,-0.42667,0,0.238612,0.452033,-0.644292,0.807917,0.292013,-0.270312,0.848649,-0.976355,0.465813,-0.644292,-0.270312,1,0,0,0
L38xhcoCass6uaGoJPSjoj,0.1801,E,-0.703552,0,-0.08942,0.591364,-0.364231,0.528087,0.586842,0.072758,0.867443,0.539561,-0.226587,-0.364231,,1,1,0,0
4txNNHvhdPDuFzyHJfuAv2,-0.047352,D,-0.564168,0,-0.043446,0.479175,-0.476847,0.418515,0.496166,0.147757,0.914605,-0.84122,0.80647,-0.476847,0.147757,1,1,0,0
PBA8iUJrCqvZTHbGev5brS,0.261301,C,-0.58547,0,-0.062019,0.470827,-0.541495,0.317518,0.57745,-0.109637,0.20401,0.44169,-0.680664,-0.541495,-0.109637,1,0,0,0
Vetwy3p7fQjjDYD6VaEvrV,0.311626,E,-0.691419,0,-0.154503,,-0.663347,0.456153,0.341528,-0.008831,-0.968604,0.529709,0.293271,281,-0.008831,1,0,0,0
RaQ4AHSNMNyEhj7xwyN9UQ,-0.064656,B,-0.846514,0,0.042935,0.850315,-0.47265,0.4273,0.615382,-0.291143,-0.301058,0.356577,0.08917,-0.47265,-0.291143,1,0,0,0
n2Lfkp3YbUs2YCm4AnKrpf,-0.090335,C,-0.490815,0,0.020751,,-0.562572,0.650649,0.348949,0.181395,0.207461,-0.82074,0.194856,299,0.181395,1,0,0,0
U73EcBvTzo395eFdwekkPe,-0.121893,B,-0.689104,0,-0.125843,0.714256,-0.336002,0.792455,0.490192,-0.061365,-0.575953,0.765244,0.35993,-0.336002,-0.061365,1,0,0,0
YDcZXwDGA5K5qpR2bMGnNN,-0.097312,C,-0.469682,0,0.248424,0.61157,-0.478343,0.535277,0.575581,0.051374,0.177641,-0.557505,-0.974906,-0.478343,,1,0,0,0
392366YxsTGAvBGt7udS86,0.139002,B,-0.760814,0,0.083496,0.860791,-0.565378,0.587977,0.659444,-0.093131,-0.314269,-0.081362,-0.336495,-0.565378,-0.093131,1,1,0,0
crtexzRzrzkdUBdg5DAZ79,0.248549,E,-0.681541,0,0.254004,0.689534,-0.470538,0.63312,0.273785,-0.243993,0.54311,0.992123,0.747013,-0.470538,,1,0,0,0
WbrzcZRSEKtWMk3rxHaW9z,0.107711,E,-0.783649,0,0.291247,0.644913,-0.606852,0.793103,0.525041,0.177549,0.953983,0.562188,0.518777,-0.606852,,1,0,0,1
NYgUtbpZaugDeYj8AH2gRq,0.074858,D,-0.791047,0,-0.104123,0.666998,-0.600534,0.307267,0.73685,0.121389,-0.348521,0.399015,0.147874,-0.600534,,1,0,0,0
enGLRf6gKTTQzjsy2zBT2A,0.322288,E,-0.46241,0,0.096128,0.432233,-0.713295,0.522333,0.318364,-0.192855,0.825492,0.07722,0.98678,-0.713295,-0.192855,1,0,0,0
LmrrXCCbWJPiQHdNWSHxPy,0.142139,A,-0.795507,0,0.035681,0.429083,-0.425405,0.422865,0.513222,0.167365,-0.644823,0.242156,0.930457,99,0.167365,1,1,0,0
RgzYc24GtMdeT3EfQQHbSY,-0.058074,D,-0.4619,0,0.154782,0.741701,-0.854803,0.55643,0.607174,0.133439,0.643081,-0.870203,-0.505849,-0.854803,0.133439,1,0,0,0
8grCuBDFuPsBGHAs2rBUcU,0.233657,E,-0.57351,0,0.25842,0.635821,-0.714479,0.656967,0.530809,-0.005765,0.170833,-0.183514,0.578809,-0.714479,-0.005765,1,1,0,0
QQ2BhgeeU7dQJaTgUzWKsc,-0.132649,D,-0.850829,0,-0.211664,0.607044,-0.598695,0.735356,0.637046,-0.230898,-0.033098,0.709703,0.293579,-0.598695,,1,0,0,1
CH8PdyCWX47XyH7RPPtYdL,0.080169,A,-0.743728,0,0.043605,0.634501,-0.654449,0.382735,0.437001,-0.162875,0.490039,0.708018,-0.017208,-0.654449,,1,0,0,0
daYEg4brxmgNEJyBgzKN5e,0.020726,C,-0.733744,0,-0.211478,0.787143,-0.545348,0.751618,0.549175,-0.082605,0.214838,-0.464034,-0.287268,-0.545348,,1,0,0,0
7foQPvciHna75XJ4hTRkka,0.213888,C,-0.410284,0,0.131655,0.371763,-0.399382,0.809435,0.542142,0.093637,0.528592,-0.634806,0.467161,-0.399382,0.093637,1,0,0,1
aFtKswiWD3C6LXX982njXK,-0.081767,D,-0.762542,0,-0.197269,0.641549,-0.538332,0.430949,0.469321,-0.011082,-0.701872,-0.820768,0.729295,-0.538332,-0.011082,1,1,0,0
hDz7ikq48nv2WJg9whPXEK,0.105147,C,-0.509167,0,-0.152791,0.512654,-0.744969,0.432239,0.57739,-0.084603,-0.218125,-0.556098,-0.941522,-0.744969,,1,0,0,1
LS37WxYxnERA23zxkEnQkf,-0.130271,B,-0.878083,0,0.261999,0.681349,-0.636084,0.519584,0.619263,-0.199551,-0.969933,-0.14743,0.862163,-0.636084,-0.199551,1,0,0,0
js35CnZ6q8qu48JdFxAJwB,-0.143074,C,-0.462157,0,0.2856,0.590107,-0.447919,0.326274,0.313192,-0.00351,-0.518114,0.510131,-0.703209,-0.447919,-0.00351,1,0,0,0
dddnpPKiMEsybnFCD5cSUT,0.211601,E,-0.765208,0,0.076379,0.552945,-0.742374,0.697053,0.319319,-0.139686,-0.74394,0.067028,0.569201,-0.742374,,1,0,1,0
85FXDrPRSqLdXFSbjtNTHM,-0.041887,D,-0.413705,0,-0.087132,0.771034,-0.697285,0.784295,0.61446,-0.067145,-0.501051,-0.26323,0.887117,-0.697285,-0.067145,1,0,0,0
CJz5WS7ywLrY4zqzAy8y6S,0.105261,E,-0.609816,0,-0.144893,0.488802,-0.839482,0.406299,0.77113,-0.297587,-0.963446,0.621197,-0.309337,-0.839482,-0.297587,1,0,0,1
hac5YU5DYQx2p2zu6nLA4X,0.20581,C,-0.806682,0,-0.019029,0.497267,-0.563142,0.781557,0.702265,-0.195442,0.339217,0.836207,-0.814255,-0.563142,-0.195442,1,0,0,0
SfFX3vhiuJH93hxo5Kh5rn,-0.117198,E,-0.778106,0,0.138796,,-0.419261,0.438244,0.359433,-0.030678,-0.476784,0.548649,0.593456,-0.419261,-0.030678,1,1,0,0
NPNF94VvLxfXvL57Dom5gx,-0.068649,D,-0.478419,0,0.288857,0.610332,-0.691452,0.457434,0.754808,0.145951,-0.632408,-0.346483,0.594062,-0.691452,0.145951,1,0,0,0
jdX77L4YVhNWb2E9RmXuUg,0.229857,C,-0.574313,0,0.091074,0.82724,-0.679249,0.389395,0.670557,-0.231198,-0.665074,-0.494223,0.892961,-0.679249,-0.231198,1,0,0,0
GRYDsjsW7KKsSovu2RW6iF,0.230223,E,-0.480729,0,-0.169748,0.407796,-0.547233,0.606041,0.574755,-0.029055,0.613059,-0.149684,0.022934,25,-0.029055,1,0,0,0
2pcrzVeM46PWCM23aGeqk7,-0.030398,B,-0.8796,0,0.096789,0.431466,-0.811562,0.592114,0.296338,-0.113926,-0.085985,0.936134,0.512523,-0.811562,,1,0,0,0
SrMff7TZKkTG8aM2ckVJaD,0.313268,D,-0.519769,0,-0.168862,0.454487,-0.624068,0.404483,0.529789,-0.267411,0.93702,-0.100311,-0.202917,-0.624068,-0.267411,1,1,0,0
i2FtUKCBxveMyC6BKk4qYJ,-0.033514,C,-0.825405,0,0.090141,0.669697,-0.804772,0.522988,0.699942,0.214154,-0.606143,0.455785,0.661611,-0.804772,0.214154,1,0,0,0
RMx7S3K4TEMybrZVrH6Rc4,0.318866,D,-0.701838,0,0.07951,0.850968,-0.50216,0.687682,0.416097,0.006738,0.880929,-0.630419,0.763637,-0.50216,0.006738,1,0,1,0
FMygqn4ehKfrDQJpbE8cCj,0.255615,E,-0.463477,0,0.142519,0.781125,-0.485637,0.510992,0.54976,0.157857,0.524379,-0.004187,0.565985,-0.485637,,1,0,0,0
camXxWbbaGevjqJfgSBx6B,0.046239,A,-0.409716,0,-0.038602,0.682835,-0.341292,0.512774,0.633031,-0.073622,-0.957758,0.096122,0.493155,-0.341292,-0.073622,1,0,0,0
Qy5YzFwVxRkaShZAKaivXR,0.225545,E,-0.460092,0,-0.18821,0.703371,-0.376809,0.392437,0.604717,-0.21756,0.988788,-0.989686,-0.320031,-0.376809,-0.21756,1,0,0,0
XbJBiJ7M8MjJJU7apBMR26,-0.062007,D,-0.428367,0,0.191244,0.741748,-0.642678,0.408923,0.574694,-0.250118,-0.289162,-0.541401,0.824694,-0.642678,-0.250118,1,0,0,0
W2XV4nnDhVgrYh9kR3zqTP,-0.100257,E,-0.67596,0,0.198853,0.788993,-0.768459,0.742657,0.69148,-0.157275,-0.471603,-0.323011,-0.916243,-0.768459,-0.157275,1,0,0,0
8tQrQMJb8keWuRCTwSrx5C,0.03806,E,-0.839719,0,-0.11611,0.828017,-0.84284,0.703837,0.520642,-0.055841,-0.946035,-0.597823,0.587391,-0.84284,-0.055841,1,1,0,0
j8zosHMBEKitS2PtgvNZv2,-0.071074,E,-0.410775,0,0.056505,,-0.79714,0.474934,0.391841,0.121531,0.416819,-0.382515,0.967928,-0.79714,0.121531,1,0,0,0
6JrjPmLUYosPqVTNQg7Xa2,-0.087989,E,-0.425734,0,0.007132,0.447582,-0.670798,0.406086,0.731599,-0.286297,-0.842614,-0.83045,-0.923136,-0.670798,-0.286297,1,0,1,0
dhdJg93xPj4Lvd9UXnX5qV,-0.035171,D,-0.866148,0,-0.116835,0.869364,-0.535738,0.520665,0.601521,-0.188362,-0.546963,-0.150425,-0.097799,-0.535738,-0.188362,1,0,0,0
92ZbHRYjuSRWMdbSMCYauQ,0.023865,A,-0.629695,0,0.018638,0.707184,-0.348704,0.337753,0.259722,-0.254959,-0.52646,-0.326038,-0.808523,-0.348704,,1,1,1,0
DsbFJUQQpGHnX3B2aQXWt4,0.156642,B,-0.844256,0,0.254936,0.475646,-0.392437,0.294978,0.404887,0.050978,0.456475,-0.974723,0.063729,-0.392437,0.050978,1,1,0,1
bMPeD7ndik3LwULcRrJvmL,0.111849,C,-0.611811,0,0.294462,0.601859,-0.614831,0.32894,0.550134,-0.231924,-0.07729,0.067499,-0.573991,-0.614831,,1,0,1,0
izWcCo5xVmTqf7fd5jbK8L,0.357217,D,-0.495031,0,0.143129,0.825641,-0.589495,0.810998,0.549542,-0.228496,0.646673,0.549145,-0.931291,-0.589495,-0.228496,1,0,0,0
K4abGZGE9dyBAvDeiceDjV,-0.109684,C,-0.561605,0,-0.204059,0.394692,-0.353732,0.678924,0.651277,-0.179557,0.237639,-0.956759,-0.968111,-0.353732,-0.179557,1,0,0,0
78gTVePG8wLVw8SxH9cjUw,0.116342,D,-0.639495,0,-0.107775,0.595173,-0.48585,0.378593,0.756851,-0.213824,-0.105463,-0.080998,0.534965,-0.48585,,1,1,0,0
7QEwsnnSCDVwtjFo4VTJyh,0.141131,E,-0.856521,0,0.089233,0.671744,-0.737324,0.330316,0.546753,-0.294964,0.801817,-0.310696,-0.593637,-0.737324,,1,0,0,0
ToHE2q9qDHqMpznWwLbZpm,-0.027751,E,-0.622752,0,0.232349,0.77312,-0.737241,0.444068,0.708254,0.018689,-0.020557,-0.934213,0.246755,-0.737241,0.018689,1,0,0,0
5x6oPs9ZWGiKnqvKSad4sw,0.351182,E,-0.660118,0,0.056408,0.764374,-0.711431,0.720453,0.47342,-0.191671,-0.158525,0.937462,-0.541445,-0.711431,-0.191671,1,0,0,0
2eN5uvfoenY8vEZE3Gn9TA,0.309182,C,-0.554136,0,0.166298,0.680552,-0.432175,0.550591,0.432112,-0.120234,-0.766834,-0.962683,0.759138,-0.432175,,1,0,0,0
VNATUCc3TM5kYiJNTVE4i3,0.319177,D,-0.690538,0,-0.157368,0.376263,-0.59127,0.556088,0.2705,0.160235,-0.505209,-0.312008,-0.421673,-0.59127,,1,0,0,1
H2q9QzwBk4jBL4xX9xMwHP,0.112865,E,-0.526757,0,-0.023063,0.870203,-0.692235,0.60785,0.735949,-0.216641,-0.426755,-0.011504,0.649529,-0.692235,-0.216641,1,0,0,0
